transaction_amount,account_age_days,num_transactions_today,is_weekend,merchant_risk_score,user_risk_score,isFraud
46.92680899768591,182.600018039128,4,1,0.13668145168546555,0.07969585809951986,0
301.0121430917521,234.10433891736875,6,0,0.2494992904131094,0.2020059381266378,0
131.67456935454493,703.685314745853,3,0,0.04999387706407047,0.07878044957047374,0
91.29425537759532,151.66556267809912,1,0,0.4912330697708537,0.17640466987019132,0
16.962487046234628,743.6983480167451,2,1,0.1750285447435045,0.2252249540053067,0
16.959629191460518,33.67588628815482,2,0,0.06618493936831871,0.47800936943109484,0
5.983876860868068,547.383217062307,6,0,0.022160646304880353,0.23427809806293312,0
201.12308644799396,686.5296240632515,8,0,0.08493887612440977,0.1886497942837211,0
91.90821536272645,73.24456785952981,6,0,0.289633693494011,0.003584009166211886,0
123.12500617045903,205.39537491483208,0,0,0.16547415595784926,0.3594032752071004,0
2.0799307999138623,66.0366270369678,10,0,0.2127206424133346,0.0945029374613928,0
350.3557475158312,447.5748574960475,2,0,0.1925463633159914,0.14014307555232963,0
178.6429543354675,279.7601051501994,5,0,0.41082972975428517,0.266758632005926,0
23.8687625248947,368.19163278725,8,0,0.4238770443239116,0.10241312787218845,0
20.067898874966335,79.84808386231106,5,1,0.07215486746595048,0.33095973877462753,0
20.261142283225706,86.84617682729852,4,0,0.20474376048194465,0.2956236836007559,0
36.27537294604771,15.469768067864136,3,1,0.3012375617991513,0.1896441028927374,0
74.39278308608544,141.87827598425687,7,0,0.1200863154111002,0.1871806397212698,0
56.55370667803366,299.4461479114369,7,1,0.2835413215432247,0.0635502973658962,1
34.42229925539415,712.2865406051337,3,0,0.20986547091170277,0.023172867709302606,0
94.63708738997987,401.2791520902843,3,0,0.25078912651260354,0.1302469432385622,0
15.023452872733866,208.64540673059608,2,1,0.06217796452291172,0.3584121634409137,0
34.551551200240226,1116.960799460487,2,1,0.33497080440697596,0.31647275514614437,0
45.6277218220847,463.64986053224754,7,1,0.28504093130276476,0.35807531295601924,0
60.893468785977504,971.4923464959807,4,1,0.2993823460477801,0.28505033190784185,1
153.7936011030912,273.71486371396924,1,0,0.1849200260197383,0.10688504569466638,0
22.273586212869027,109.36329954834153,3,0,0.4403498498446225,0.11664105588429019,0
72.20291550331277,19.809714057463793,10,0,0.4478219915128552,0.1729298285534586,0
89.75047213097605,472.6519675883155,3,0,0.14080587057939986,0.31848703754067037,0
4.756384975640855,47.20002914807313,6,1,0.40453391886941703,0.08088734773364084,0
93.533302064961,131.63626166671557,4,0,0.23491860083780225,0.0741639278353525,0
18.696125197741644,277.50720161843077,5,1,0.396006136498726,0.042390283537952114,0
6.726393087930424,303.34017366706234,3,0,0.35615539150820663,0.12993869298962674,0
297.3687793506931,334.9786727102461,7,0,0.22968750178465439,0.1340904973149151,0
337.06303424611724,66.36724737345588,5,0,0.47974839341727005,0.08853667501753582,0
165.23315728128767,174.32850775027825,2,0,0.12570693833708996,0.1859498541580211,0
36.32878599687583,350.48305167673493,6,1,0.18667673349766006,0.1713454799565153,0
10.277731500250624,1277.696445382889,3,1,0.6467181999226054,0.3700950782862129,0
115.27507630986618,474.7182772914333,2,0,0.2372468202650603,0.3266263068734138,0
58.009084258539836,933.9682199030324,7,1,0.04461121941467069,0.32189775967821604,0
13.015223395444863,524.2772413900483,6,0,0.04971771720138636,0.13503054084673866,0
68.35472281341501,326.9650441051851,3,1,0.3669352969824574,0.22591039298760077,0
3.4993721443479084,77.82608222337609,5,0,0.3068584300404368,0.10502679929158291,0
240.04228873930236,401.01427477820505,7,0,0.16317170271409015,0.18482298615171386,0
29.94577768406861,356.4288528117476,4,0,0.19832343779249892,0.10438435087970171,0
108.62557985649804,336.7062180934748,4,0,0.22589904142792727,0.23043498950204108,0
37.354658165762366,245.61754276308932,3,0,0.06614836556633012,0.0647645393521982,1
73.41108959092286,274.5414557929073,6,0,0.17472843974226474,0.20685826114009753,0
79.12237979817975,148.60255381409652,4,0,0.16039616128754822,0.0691423390893752,0
20.438859950790576,267.3764827591088,5,0,0.46176767792656326,0.07111768981215122,0
349.28071327362267,80.3339781425477,7,1,0.3503656753074776,0.3660589965893283,0
149.22453771381407,597.012420097924,4,1,0.345958080367019,0.07853510704849555,0
280.50944192915824,75.01514276683619,3,1,0.17790780146690582,0.38455976625965993,0
225.21519975341965,32.40994604805466,1,0,0.22118964152348863,0.4039328436701681,0
91.1054412383275,209.1951289538839,5,0,0.18614023980813624,0.07915845616118723,0
254.9435379269405,391.95302063032887,8,0,0.05907640221458936,0.17585547077303929,0
9.265545895311563,210.1486353036435,5,0,0.1663821410301605,0.3026024527848293,0
21.813469463126744,118.26220758404895,5,0,0.4997653472769421,0.15759669463081127,0
4.628196568683196,298.1439595140271,3,0,0.2904708408703781,0.08916199202741713,0
39.35320868030868,155.55633004377304,3,0,0.16172278193555067,0.11900938231430594,0
49.21302917942186,985.8977889228006,6,0,0.35743019027984946,0.04091793180485102,0
31.65604432088257,934.1634316468832,5,0,0.5821352274599366,0.1876395485922902,0
176.45578652409338,254.73426915421305,7,1,0.4509533305035604,0.07939201072602012,0
44.12269995298701,145.0233787740869,6,1,0.1739628455432521,0.06463755015317216,0
32.98028401342492,487.67826977945265,8,0,0.21491428763349876,0.2645611311739277,0
78.2407083207746,13.652396459105404,8,0,0.3530336330765466,0.36060275628806115,0
15.189814782062886,235.02975050410535,8,1,0.44847423838948774,0.0790502693896973,1
162.04835957747312,149.63550501478903,9,1,0.1931299043556284,0.2666868281196164,0
7.747586881130901,924.34415662004,5,1,0.06422259412037082,0.054114846943966476,0
433.41463395873194,4.407610527251131,3,0,0.24890194764221113,0.1459241816130951,0
147.94837762415114,293.7456569654675,4,0,0.27026808478887665,0.12077212002573788,0
22.153944050588596,492.6146380498181,5,0,0.11123684803656353,0.20766982648655533,0
0.5537420375935475,242.22250674822442,6,1,0.43260028537920103,0.16989738291527529,0
168.9896777486126,32.58420001582308,7,1,0.1690128306626395,0.1114080761009101,0
122.70959073870446,1311.1406849033785,4,0,0.27485965263722467,0.09631302259598686,0
130.5662908787999,266.38897456407005,6,0,0.28305479189185656,0.14825801099324004,0
147.52145260435134,347.62619133037816,13,0,0.18533463448209264,0.15730334708749877,0
7.692926551379635,98.54487299390516,3,1,0.5269451050945135,0.037333440910315194,0
44.38926724162325,241.14684329079222,7,1,0.3898671639836175,0.21157255985680049,0
12.315010460444965,204.62918747344895,7,0,0.12420136352655965,0.06683475533013074,0
198.85295716582226,28.41486476727703,2,0,0.2173017121517367,0.39191764652057176,0
